0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Everything was dirty with food everywhere,Made an attempt at eating the burrito but the employee put so much freakin food in the burrito it was so hard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Never really have had a problem with the quality of food,The food has always been decent,Stick with the burritos or bowls at this location,But I ordered a side of chips yesterday ,approximately 7 chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waited 20 minutes for undercooked steak,Also After waiting for the steak they gave me it for free-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I got food poisoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and thick eye lashes) playing around with a boy with dreads (end of dreads were blue or green) they were taking care of take out orders and all they were doing was joking around and laughing at the fact that they were running out of food,( of course I'm going to get annoyed if my pickup order is for 7:45 and it's 8:20 and the order was just for a Burrito and chips) There was another employee (light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is definitely the worst chipotle I've ever been to,The chicken is always cold,3/5 times I've been there they don't have guacamole,Every time I get a soda it doesn't even taste like soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The burrito I had contains avocado that made my throat uncomfortable,Also there is little chicken in my burrito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food is delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is my favorite chipotle in the area- the people working here and nice and the food is always good,I ordered tacos,isn't an order of tacos 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At this location the person who works in food line do not have respect ,Don't have respect for customers and the customers food ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This chipotle seems to be managed terribly ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thou food was good,surprisingly she hit my hand when i pointed on the brown rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Also they never have Fajita Vegis and don't bother waiting because they don't plan on making more literally said (we're out) no follow up or anything just like they shouldn't exist in the chipotle line up,So I'm vegetarian and apparently guacamole is free when you get a vegi bowl,Then I get a chunk of steak in my Sofritas last night I understand mistakes happen but I'm literally getting tofu because meat is gross,to me and red meat hurts my insides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
little black bugs fly around my food,Frequently the steak is too fatty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I absolutely LOVE chipotles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The rice wasn't even cooked,Got half chicken half steak-,chicken was completely bl,The guacamole was bland, and and the steak was bl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They always forget my chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 The food taste okay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 To top it all off my bowl tastes like a giant,bowl of salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The reason for only one star is I had to get my burrito made twice,They tossed out the rice when I complained and had a brand new batch that they used to make my replacement burrito,The second burrito had crunchy,I hadn't had Chipotle in too long and was excited to get a burrito today,because the rice was half-raw, rice as well,And the result is stale chips and crunchy rice,how do you run out of corn salsa,The chips were completely stale,Then the woman behind the counter admitted they had corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Really the chips should be included with the burrito ,The chicken burrito was very good,Had to ask someone to wipe down tables and the chips were stale,Just no more chips for me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I usually frequent chipotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I was extremely grateful that she noticed I had the sofritas and made sure my food was safe,I got a bowl with sofritas ,When I got to the end of the line I asked for guacamole ,I told her yes and she said she noticed I had the tofu and was going to get me some of the fresh guac because a little bit of cheese had fell in the one they had on the station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They were more than accommodating and the food tasted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is a bad chipotle location,SUPER skimpy- like half portion of what chipotle normally is),missing ingredients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go to another chipotle,We ordered to go and our rice ended up being uncooked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food that I did purchase was cold,they were out of brown rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It is dependable in terms of quality of food that you pay for,I tend to get the veggie bowl,I love their fresh chunky guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I like atmosphere in this Fast food station,Not expensive and always fresh food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nobody can properly roll a burrito,The veggies were not cooked properly nor was the rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we're served our food really fast,it was the ones serving the food,usually when I go to a chipotles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modern look but not really so modern (no plant based meat option no Apple Pay)  pretty stingy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not to mention no employees can wrap a burrito correctly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food is ok,then I asked kindly for her to grab my food she did ewith the worst attitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I feel like a true VIP when I walk up to the cashier and walk out with my food in less than 5 min,I've done their Mobile Order more times than I'd care to admit over the past year and rarely run into issues with the food not being ready,I always ask for extra lettuce ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Maybe the food is not being kept hot, Please check the temperatures of the food bins ,Ordered a burrito to go,brown rice,with chicken,pinto beans,tomato salsa,and monterey cheese at 7:50 pm,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Chipotle was closed by the Board of Health because at least 20 people suffered food poisoning there this week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I really like getting the burrito bowl from Chipotle ,so on my burrito bowl it went,no corn salsa,not the corn salsa I ordered,No chips,and was told that unfortunately they were OUT of chips,How does a place that has the word CHIP in their name run out of chips,Without chips,no guacamole,They also handed me a cup of corn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
got half way home and realized they gave me stale chips which sucks because they are my fav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sometimes the service and food are both terrible,This chipotle is mediocre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 pm and the food line had a lot of dried,old food on it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the flavor of the food have gone down a lot so as the potion protein ,and quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I asked for a burrito,and I understand that burritos can be very large,But the girl wrapping my burrito barely even wrapped it putting minimal,So I asked her is she can rewrap my burrito (because I don't want my burrito to explode) ,She dumped my burrito onto another tortilla ,And of the course the burrito just fell apart after one bite,I'm not upset about the burrito itself,Very disappointed with the quality of customer service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We visited during early lunch on a weekday and were one of only a couple customers so everything was really efficient and the food was fresh-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ordered a sofritas bowl to go ,and found several pieces of steak inside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finally someone set the chicken aside to start it another 5 minutes after that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I told him to stop eating it because I didn't want him to end up getting food poisoning from the chicken,After he ate it and said it was gross I looked up the reviews and there had been MULTIPLE reports of food poisoning,This chipotle was AWFUL,My boyfriend at his bowl ,and said that the chicken was cold,The chips were stale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worst quality food I have ever been served,I'm embarrassed that this is the quality of food I served to my family,rice ,and the meat was cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but the food was fine,They were about to close and were out of steak and white rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Got chips ,Must have been 3 generationsof chips in one bag,soggy chips,The queso had the texture of a reconstituted powdered cheese in look ,Flavor was as close to bland as any queso or plain cheese I've ever had,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What type of pick up policy does Chipotle have where anybody can just walk in and pick up food without providing proof of purchase,I found a half-thrown together burrito bowl that is half the normal,portion size along with a half-rolled burrito barely covered with aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On several occasions I've just left and went over to Piada where I got my food before I would have been able,The only redeeming quality is that I can walk there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but it's very good food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filthy and out of forks after ordering a salad to eat in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They filled my bowl half way,There were also no chips available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They also always make sure I'm getting a lot of food for what I'm paying,The food is always fresh, and tastes incredible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I didnt have any meat btw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
please do yourself a favor and go to any other chipotle near by,We had ordered two chicken quesadillas,and the bag of chips was half the normal,Then when we finally got home we realized not only did they forget our guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no rice,it was a chicken salad, The chicken was hot,black beans,fresh tomato salsa,cheese,sour cream,make sure you get this even if you're not having a salad,my salad was LOADED with toppings,and their AMAZINGLY delicious Chipotle-honey vinaigrette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the remainder of my food wash fresh,The chicken in my salad was a little,My guacamole was green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ate some food yesterday,Maybe food poison,Because I've always loved chipotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
By far the worst chipotle I've ever been to,they run out of many key ingredients every time I am here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a couple months ago they decided to put the shelf behind the counter and you must be handed your food,these were people waiting to get their food from online,the food is very well made,I have rarely had an issue with their food in general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My husband ordered a veggie burrito with guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We went for lunch today and were very disappointed with the customer service at this chipotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The chipotle workers here are never prepared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food contamination most likely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I counted no less than fifteen different food items for their online ordering,making that food,The food was good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employees touching their hats and hair and not changing there gloves before touching people's food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is like any other chipotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food tasted great,but the chips were so salty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
during a pandemic when people can't get out and get food themselves,No one called us and informed us that we would t be getting food so we didn't make prior,arrangements to seek food before everything else closed,I called chipotle and not only did they not care that I was getting food for the rest of the evening during a time ,and every review site on the web until someone at chipotle at least pretends to give a damn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The food is always a hit or miss,I decided to come here for my occasional fast-food dinner,I received my food with barely any lettuce + chicken ,and I ordered a keto bowl,of sour cream,There was so much sour cream that nothing else was visible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ordered a double steak burrito bowl with brown,rice through their app for lunch,What I got was a chicken (not double) and white rice bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food a bit bland for my taste ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I liked the food ,I like that Chipotle let's their customers build their own dish (burrito,burrito bowl etc,I had the steak burrito bowl with the cilantro-lime, rice,I added a little needed textural crunch by crushing a few tortilla chips and mixing them in the bowl,black beans,He packed a fresh package of kid's chips ,The chips were crunchy ,cheese,and sour cream,lettuce,corn,Located on the corner of of Fairbanks ,I had difficulty hearing the staff ask me about the different ingredients I wanted even though we were less than 3 feet apart,) by selecting the ingredients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Couldn't finish the burrito bowl I got today,Everything was salty except the guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eventually got food (not very busy,Worst chipotle I've been t,) meat was cold,faster and cleaner and up their quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing food,Line was out the door and I was able to get my food in 10 minutes,The chips were light,The queso was also delicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub par for chipotle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Was out of a bunch of stuff and the food they had almost two hours before closing was not fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They are always out of ingredients ,and the ingredients they do have are old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there were no trays to carry our food to the table  ,I give this chipotle 3 stars because at least I received my order correctly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
